地区,名称,地址,级别
贵州,榕江红七军军部旧址历史陈列馆,贵州省榕江县古州镇古州中路23号,无级别
贵州,贵州省民族民间古建筑博物馆,贵州省镇远县东峡街,无级别
贵州,镇远县周达文故居纪念馆,贵州省黔东南苗族侗族自治州镇远县舞阳镇和平村街,无级别
贵州,镇远县和平村旧址纪念馆,贵州省镇远县舞阳镇和平村街,无级别
贵州,镇远县博物馆,贵州省镇远县顺城街,无级别
贵州,三穗县大跃进遗存纪念馆,贵州省三穗县八弓镇新穗街中段,无级别
贵州,三穗县杨至成将军纪念馆,贵州省三穗县八弓镇林园西路,无级别
贵州,雷山县苗族银饰刺绣博物馆,贵州省雷山县丹江镇银饰刺绣一条街,无级别
贵州,雷山县郎德上寨民族村寨博物馆,贵州省雷山县郎德镇上郎德村,无级别
贵州,雷山县西江苗族博物馆,贵州省雷山县西江镇西江村,无级别
贵州,黎平会议纪念馆,贵州省黎平县德凤镇街道二郎坡52号,无级别
贵州,册亨县布依族博物馆,贵州省册亨县者楼镇拥军路237号,无级别
贵州,安龙博物馆,贵州省安龙县招堤街道办事处大同路,无级别
贵州,兴义市坡岗布依族博物馆,贵州省兴义市郑屯镇民族村3组,无级别
贵州,何应钦故居,贵州省黔西南布依族苗族自治州兴义市泥凼镇泥仓路4号,无级别
贵州,贵州民族婚俗博物馆,贵州省兴义市下五屯街道办庄园社区,无级别
贵州,盘县红二、六军团会议会址陈列馆,贵州省六盘水市盘州市城关镇,无级别
贵州,六枝梭嘎生态博物馆,贵州省六盘水市六枝特区梭戛乡高兴村陇嘎寨,无级别
贵州,钱壮飞烈士纪念馆,贵州省金沙县后山乡贵山村,无级别
贵州,欧百川故居陈列馆,贵州省松桃苗族自治县盘信镇柳浦村,无级别
贵州,思南乌江博物馆,贵州省思南县思塘镇文化街354号,无级别
贵州,德江县枫香溪会议会址纪念馆,贵州省德江县枫香溪镇枫香溪村,无级别
贵州,印江县木黄红二、六会师纪念馆,贵州省铜仁市印江自治县木黄镇,无级别
贵州,石阡红二、六军团总指挥部旧址陈列馆,贵州省石阡县汤山镇长征北路,无级别
贵州,铜仁市碧江区周逸群烈士故居陈列馆,贵州省铜仁市共同路12号,无级别
贵州,玉屏箫笛博物馆,贵州省玉屏侗族自治县平溪镇城南十字街印山民族小学东侧,无级别
贵州,万山区汞矿工业遗产博物馆,贵州省铜仁市万山区土坪社区,无级别
贵州,独山县深河桥抗战纪念馆,贵州省黔南州独山县麻万镇深河村,无级别
贵州,荔波县红七军板寨会师旧址,贵州省黔南州荔波县黎明关水族乡板寨村,无级别
贵州,荔波县邓恩铭烈士故居,贵州省黔南州荔波县玉屏街道办事处向阳中路32号,无级别
贵州,瓮安猴场会议会址纪念馆,贵州省瓮安县猴场镇下司社区,无级别
贵州,平坝区天台山伍龙寺地戏博物馆,贵州省安顺市平坝区天龙镇山背后村,无级别
贵州,安顺市王若飞故居陈列馆,贵州省安顺市西秀区中华北路,无级别
贵州,正安县博物馆,贵州省遵义市正安县珍州西路,无级别
贵州,贵州茶文化生态博物馆,贵州省湄潭县湄江镇中山东路54号,无级别
贵州,湄潭县浙大西迁历史陈列馆,贵州省湄潭县湄江镇中山东路54号,无级别
贵州,习水县春阳岗酒窖及贵州早期工业遗产博物馆,贵州省习水县土城镇团结街,无级别
贵州,赤水丹霞石刻艺术博物馆,贵州省赤水市复兴镇老街,无级别
贵州,赤水市博物馆,贵州省赤水市南正街万寿宫,无级别
贵州,仁怀市博物馆,贵州省仁怀市盐津河风景名胜区,无级别
贵州,黎庶昌故居陈列馆,贵州省遵义市新蒲新区新舟镇沙滩村,无级别
海南,海南省博物馆,海南省海口市琼山区国兴大道68号,国家一级
海南,海南省民族博物馆,海南省五指山市海榆北路,无级别
海南,海口市博物馆,海南省海口市琼山区海府路169号,无级别
海南,中共琼崖第一次代表大会旧址,海南省海口市解放西竹林里131号,无级别
海南,三亚自然博物馆,海南省三亚市天涯区,无级别
海南,海南农垦博物馆,海南省海口市滨海大道103号,无级别
海南,三亚海上军事博物馆,海南省三亚市天涯区,无级别
海南,三亚圣旨博物馆,海南省三亚市天涯海内,无级别
海南,三亚民俗博物馆,海南省三亚市万科森林度假区风情小镇,无级别
海南,三亚沉香博物馆,海南省三亚市光明路金海湾花园101,无级别
海南,海南省珍宝博物院,海南省澄迈县,无级别
海南,三亚永涛黄花梨博物馆,海南省三亚市河东区榆亚路195号,无级别
海南,昌江黎族自治县博物馆,海南省昌江黎族自治县石碌镇东风路9号文化大楼,无级别
海南,海南佛光舍利博物馆,海南省海口市龙华区滨海大道32号,无级别
海南,琼海市博物馆,海南省琼海市潭门镇,无级别
海南,中国（海南）南海博物馆,海南省琼海市潭门镇博物馆路,无级别
海南,海口泰迪熊博物馆,海南省海口市,无级别
海南,海南琼脂沉香博物馆,海南省海口市滨海大道32号复兴城A11002-1009房,无级别
海南,海南锦绣织贝黎锦博物馆,海南省海口市国兴大道36号海南省图书馆1楼,无级别
海南,屯昌县博物馆,海南省屯昌县文体公园综合楼四楼,无级别
海南,陵水黎族自治县博物馆,海南省陵水黎族自治县椰林镇中山东路141号,无级别
海南,保亭县博物馆,海南省保亭县保城镇,无级别
海南,白沙黎族自治县民族博物馆,海南省白沙黎族自治县牙叉镇桥北路,无级别
海南,澄迈县博物馆,海南省澄迈县金江镇文化广场,无级别
海南,儋州市博物馆,海南省儋州市,无级别
河北,河北博物院,石家庄市,国家一级
河北,西柏坡纪念馆,石家庄市,国家一级
河北,河北省科学技术馆,石家庄市,国家二级
河北,石家庄市博物馆,石家庄市,国家二级
河北,承德市避暑山庄博物馆,承德市,国家二级
河北,河北美术馆,石家庄市,国家二级
河北,秦皇岛市山海关长城博物馆,秦皇岛市,国家二级
河北,唐山博物馆,唐山市,国家二级
河北,武强年画博物馆,衡水市,国家二级
河北,八路军一二九师纪念馆,邯郸市,国家二级
河北,乐亭县李大钊故居纪念馆,唐山市,国家二级
河北,张家口市博物馆,张家口市,国家二级
河北,磁州窑博物馆,邯郸市,国家二级
河北,邯郸市博物馆,邯郸市,国家二级
河北,河北海盐博物馆,沧州市,国家三级
河北,石家庄经济学院地球科学博物馆,石家庄市,无级别
河北,河北省民俗博物馆,石家庄市,无级别
河北,中国人民银行成立旧址纪念馆暨河北钱币博物馆,石家庄市,无级别
河北,河北习三内画博物馆,石家庄市,无级别
河北,正定高远古家具博物馆,石家庄市,无级别
河北,华北军区烈士陵园,石家庄市,无级别
河北,河北省英烈纪念园,石家庄市,无级别
河北,石家庄毗卢寺博物院,石家庄市,无级别
河北,白求恩纪念馆,石家庄市,无级别
河北,藁城区梅花惨案纪念馆,石家庄市,无级别
河北,峰峰磁州窑盐店窑址博物馆,邯郸市,国家三级
河北,峰峰磁州窑历史博物馆,邯郸市,国家三级
河北,峰峰磁州富田窑址博物馆,邯郸市,国家三级
河北,定州市博物馆,保定市,国家三级
河北,平泉县博物馆,承德市,国家三级
河北,隆化民族博物馆,承德市,国家三级
河北,河北省滦平县博物馆,承德市,国家三级
河北,丰宁满族自治县满族博物馆,承德市,国家三级
河北,保定直隶总督署博物馆,保定市,国家三级
河北,承德县博物馆,承德市,国家三级
河北,涿州市博物馆,保定市,国家三级
河北,留法勤工俭学运动纪念馆,保定市,国家三级
河北,安国市中药文化博物馆,保定市,国家三级
河北,保定市莲池博物馆,保定市,国家三级
河北,黄骅市博物馆,沧州市,国家三级
河北,沧州市博物馆,沧州市,国家三级
河北,廊坊博物馆,廊坊市,国家三级
河北,河北省地质博物馆,,无级别
河北,石家庄铁路博物馆,石家庄市,无级别
河北,藁城宫灯博物馆,石家庄市,无级别
河北,宫灯博物馆,石家庄市,无级别
河北,秦皇岛鸟类博物馆,秦皇岛市,无级别
河北,热河古生物化石博物馆,承德市,无级别
河北,丰宁古生物化石博物馆,承德市,无级别
河北,博野县毛主席像章文化博物馆,保定市,无级别
河北,沧州厚古民俗博物馆,沧州市,无级别
河北,北戴河博物馆,秦皇岛市,无级别
河北,衡水内画艺术博物馆,衡水市,无级别
河北,古冶永和典藏博物馆,唐山市,无级别
河北,唐山亚洲古代艺术馆,唐山市,无级别
河北,唐山市冀东民俗艺术博物馆,唐山市,无级别
河北,唐山奇楠沉香博物馆,唐山市,无级别
河北,迁安市贯头山酒文化博物馆,唐山市,无级别
河北,兴隆县博物馆,承德市,无级别
河北,围场满族蒙古族自治县博物馆,承德市,无级别
河北,热河革命烈士纪念馆,承德市,无级别
河北,隆化县董存瑞烈士陵园,承德市,无级别
河北,宽城满族自治县历史博物馆,承德市,无级别
河北,唐县白求恩柯棣华纪念馆,保定市,无级别
河北,冉庄地道战纪念馆,保定市,无级别
河北,曲阳县博物馆,保定市,无级别
河北,满城汉墓博物馆,保定市,无级别
河北,晋察冀边区革命纪念馆,保定市,无级别
河北,保定市博物馆,保定市,无级别
河北,保定军校纪念馆,保定市,无级别
河北,安国市毛主席视察纪念馆,保定市,无级别
河北,安国市关汉卿纪念馆,保定市,无级别
河北,邺城博物馆,邯郸市,无级别
河北,武安市磁山文化博物馆,邯郸市,无级别
河北,晋冀鲁豫革命纪念馆,邯郸市,无级别
河北,大名县石刻博物馆,邯郸市,无级别
河北,千童博物馆,沧州市,无级别
河北,南皮县民俗博物馆,沧州市,无级别
河北,马本斋纪念馆,沧州市,无级别
河北,河间市白求恩手术室旧址纪念馆,沧州市,无级别
河北,霸州市博物馆,廊坊市,无级别
河北,霸州李少春纪念馆,廊坊市,无级别
河北,秦皇岛市玻璃博物馆,秦皇岛市,无级别
河北,全国第一个农村党支部纪念馆,衡水市,无级别
河北,衡水市桃城区法帖博物馆,衡水市,无级别
河北,中国人民抗日军政大学陈列馆,邢台市,无级别
河北,邢台市郭守敬纪念馆,邢台市,无级别
河北,威县义和团纪念馆,邢台市,无级别
河北,临城县邢窑博物馆,邢台市,无级别
河北,冀南区烈士陵园,邢台市,无级别
河北,迁安博物馆,唐山市,无级别
河北,滦南县潘家戴庄惨案纪念馆,唐山市,无级别
河北,滦南县成兆才纪念馆,唐山市,无级别
河北,乐亭县博物馆,唐山市,无级别
河北,开滦博物馆,唐山市,无级别
河北,冀东烈士纪念馆,唐山市,无级别
河北,唐山市丰润区潘家峪惨案纪念馆,唐山市,无级别
河北,唐山市丰润区管桦陈列馆,唐山市,无级别
河北,唐山启新水泥工业博物馆,唐山市,无级别
河北,唐山抗震纪念馆,唐山市,无级别
河北,唐山地震博物馆,唐山市,无级别
河北,张家口市宣化博物馆,张家口市,无级别
河北,元中都博物馆,张家口市,无级别
河南,河南博物院,河南省郑州市金水区农业路8号,国家一级
河南,洛阳博物馆,河南省洛阳市洛龙区聂泰路,国家一级
河南,南阳市汉画馆,河南省南阳市卧龙区汉画街398号,国家一级
河南,郑州博物馆,河南省郑州市中原区嵩山南路168号,国家一级
河南,鄂豫皖苏区首府革命博物馆,河南省信阳新县新集镇文博新村004号,国家一级
河南,开封市博物馆,河南省开封市鼓楼区迎宾路26号,国家一级
河南,洛阳古代艺术博物馆,河南省洛阳市机场路45号,国家二级
河南,许昌市博物馆,河南省许昌市许都路东段,国家二级
河南,南阳市博物馆,河南省南阳市卧龙路766号,国家二级
河南,新安县千唐志斋博物馆,河南省洛阳市新安县铁门镇,国家二级
河南,河南安阳殷墟景区,河南省安阳市殷都区小屯村,无级别
河南,三门峡市虢国博物馆,河南省三门峡市湖滨区六峰北路,国家二级
河南,偃师商城博物馆,河南省洛阳市偃师市商都东路52号,国家三级
河南,洛阳周王城天子驾六博物馆,河南省洛阳市西工区中州中路226号,国家二级
